date,year,month,latitude,longitude,nearest_country,country_name,region,attack_type,vessel_type,vessel_status,shore_distance,est_ship_value_musd,est_cargo_value_musd,est_total_exposure_musd,exposure_source,GDP,corruption_index,population,unemployment_rate,coastline_km,coastline_mi,has_active_coast_guard
1993-01-02,1993,1,19.7,116.9667,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,357.5,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-01-04,1993,1,22.35,116.0,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,47.4,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-01-06,1993,1,19.67,115.25,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,280.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-01-08,1993,1,29.9,124.5833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,209.9,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-01-12,1993,1,18.1333,120.2667,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,22.0,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-01-13,1993,1,9.7173,101.85,KHM,Cambodia,East Asia & Pacific,Unknown,Unknown,Unknown,184.8,30.0,30.0,0.05,attack_vessel_model_v2,254.0,23.0,9970733.0,0.82,443,275.3,True
1993-01-25,1993,1,8.5667,106.8667,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,27.4,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-01-26,1993,1,29.0,123.5,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,141.5,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-01-26,1993,1,-8.8,13.25,AGO,Angola,Sub-Saharan Africa,Unknown,Unknown,Anchored,0.5,35.0,45.0,0.05,attack_vessel_model_v2,441.0,17.0,13075049.0,3.8,1600,994.2,True
1993-01-26,1993,1,4.4333,119.4,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,25.4,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-01-27,1993,1,-8.8,13.25,AGO,Angola,Sub-Saharan Africa,Unknown,Unknown,Unknown,0.5,35.0,45.0,0.05,attack_vessel_model_v2,441.0,17.0,13075049.0,3.8,1600,994.2,True
1993-02-05,1993,2,5.0017,7.2267,NGA,Nigeria,Sub-Saharan Africa,Unknown,Unknown,Anchored,31.9,35.0,45.0,0.05,attack_vessel_model_v2,270.0,6.9,102700753.0,3.74,853,530.0,True
1993-02-06,1993,2,16.5833,118.1667,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,174.7,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-02-15,1993,2,38.6974,121.2995,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,9.4,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-02-16,1993,2,19.3167,118.7167,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,214.9,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-02-16,1993,2,-6.775,39.3533,TZA,Tanzania,Sub-Saharan Africa,Unknown,Unknown,Unknown,6.0,35.0,45.0,0.05,attack_vessel_model_v2,157.0,19.0,27887203.0,3.58,1424,884.8,True
1993-02-16,1993,2,17.3333,111.0333,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,107.3,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-02-16,1993,2,15.7833,111.2,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,0.5,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-02-16,1993,2,-6.775,39.3533,TZA,Tanzania,Sub-Saharan Africa,Unknown,Unknown,Unknown,6.0,35.0,45.0,0.05,attack_vessel_model_v2,157.0,19.0,27887203.0,3.58,1424,884.8,True
1993-02-18,1993,2,19.67,115.25,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,280.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-02-25,1993,2,8.5167,104.4,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,36.8,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-02-25,1993,2,36.2,124.4333,KOR,"Korea, Rep.",East Asia & Pacific,Unknown,Unknown,Unknown,162.3,30.0,30.0,0.05,attack_vessel_model_v2,8885.0,42.9,44194628.0,2.88,2413,1499.4,True
1993-02-28,1993,2,24.7847,67.1457,PAK,Pakistan,South Asia,Unknown,Unknown,Anchored,1.3,35.0,40.0,0.05,attack_vessel_model_v2,442.0,22.5,117086685.0,0.62,1046,650.0,True
1993-03-01,1993,3,8.9333,50.5833,SOM,Somalia,Sub-Saharan Africa,Unknown,Unknown,Unknown,9.9,35.0,45.0,0.05,attack_vessel_model_v2,1238.0,21.0,7315865.0,11.69,3333,2071.0,False
1993-03-03,1993,3,25.4333,120.4667,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,61.1,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-03-05,1993,3,17.6,120.0667,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,28.8,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-03-06,1993,3,3.8,98.7167,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,0.8,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-03-19,1993,3,37.2833,122.7667,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,12.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-03-21,1993,3,19.67,115.25,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,280.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-03-21,1993,3,15.0,109.5,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,54.1,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-03-23,1993,3,3.8167,105.85,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,68.7,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-03-24,1993,3,-22.8933,-43.1667,BRA,Brazil,Latin America & Caribbean,Unknown,Unknown,Anchored,0.5,35.0,45.0,0.05,attack_vessel_model_v2,2791.0,27.0,156849078.0,6.03,7491,4654.7,True
1993-04-02,1993,4,38.7931,121.7766,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,10.4,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-04,1993,4,22.7333,123.8,JPN,Japan,East Asia & Pacific,Unknown,Unknown,Unknown,168.8,30.0,30.0,0.05,attack_vessel_model_v2,35766.0,67.2,124536000.0,2.5,29751,18486.4,True
1993-04-04,1993,4,22.3333,115.6667,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,38.3,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-08,1993,4,12.5167,111.4167,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,211.8,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-04-13,1993,4,19.67,115.25,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,280.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-17,1993,4,17.6333,115.6167,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,324.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-22,1993,4,20.3,117.35,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,305.4,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-22,1993,4,3.7767,98.6767,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,4.8,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-04-22,1993,4,19.4,116.0833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,346.6,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-23,1993,4,21.1667,116.7833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,197.0,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-23,1993,4,20.8,117.5,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,258.7,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-04-29,1993,4,28.85,126.0333,JPN,Japan,East Asia & Pacific,Unknown,Unknown,Unknown,241.2,30.0,30.0,0.05,attack_vessel_model_v2,35766.0,67.2,124536000.0,2.5,29751,18486.4,True
1993-04-29,1993,4,17.926,114.1833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,207.9,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-05-02,1993,5,35.2333,124.95,KOR,"Korea, Rep.",East Asia & Pacific,Unknown,Unknown,Unknown,73.4,30.0,30.0,0.05,attack_vessel_model_v2,8885.0,42.9,44194628.0,2.88,2413,1499.4,True
1993-05-03,1993,5,17.3,120.05,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,38.2,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-05-04,1993,5,19.3123,115.984,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,349.6,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-05-04,1993,5,35.7833,123.85,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,172.5,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-05-17,1993,5,6.45,3.3767,NGA,Nigeria,Sub-Saharan Africa,Unknown,Unknown,Unknown,0.7,35.0,45.0,0.05,attack_vessel_model_v2,270.0,6.9,102700753.0,3.74,853,530.0,True
1993-05-19,1993,5,-5.95,106.0,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,3.6,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-05-24,1993,5,3.5,100.1667,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,58.2,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-05-25,1993,5,-5.7833,108.7167,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,64.6,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-05-25,1993,5,6.9833,108.4,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,248.4,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-06-02,1993,6,37.4333,122.1833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,1.3,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-03,1993,6,1.6767,101.45,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,4.4,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-06-09,1993,6,2.25,101.9,MYS,Malaysia,East Asia & Pacific,Unknown,Unknown,Unknown,16.4,30.0,30.0,0.05,attack_vessel_model_v2,3433.0,52.8,19484898.0,4.11,4675,2904.9,True
1993-06-11,1993,6,22.75,124.1667,JPN,Japan,East Asia & Pacific,Unknown,Unknown,Unknown,169.7,30.0,30.0,0.05,attack_vessel_model_v2,35766.0,67.2,124536000.0,2.5,29751,18486.4,True
1993-06-11,1993,6,37.7,123.5667,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,84.0,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-12,1993,6,6.95,79.8432,LKA,Sri Lanka,South Asia,Unknown,Unknown,Unknown,1.5,35.0,40.0,0.05,attack_vessel_model_v2,577.0,37.0,17924823.0,13.82,1340,832.6,True
1993-06-13,1993,6,36.8167,123.3167,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,70.9,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-15,1993,6,29.0791,122.9286,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,93.3,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-16,1993,6,29.2179,125.1539,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,276.0,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-17,1993,6,29.7833,127.5,JPN,Japan,East Asia & Pacific,Unknown,Unknown,Unknown,196.4,30.0,30.0,0.05,attack_vessel_model_v2,35766.0,67.2,124536000.0,2.5,29751,18486.4,True
1993-06-21,1993,6,6.2833,3.3667,NGA,Nigeria,Sub-Saharan Africa,Unknown,Unknown,Unknown,12.8,35.0,45.0,0.05,attack_vessel_model_v2,270.0,6.9,102700753.0,3.74,853,530.0,True
1993-06-24,1993,6,20.4167,111.2333,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,55.4,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-25,1993,6,3.8767,-77.0667,COL,Colombia,Latin America & Caribbean,Unknown,Unknown,Unknown,1.0,35.0,45.0,0.05,attack_vessel_model_v2,1894.0,34.4,35091275.0,7.8,3208,1993.4,True
1993-06-25,1993,6,35.0667,128.6167,KOR,"Korea, Rep.",East Asia & Pacific,Unknown,Unknown,Unknown,0.8,30.0,30.0,0.05,attack_vessel_model_v2,8885.0,42.9,44194628.0,2.88,2413,1499.4,True
1993-06-26,1993,6,20.9667,110.5833,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,1.0,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-06-26,1993,6,5.25,106.5,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,170.4,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-06-26,1993,6,20.7667,116.25,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,221.8,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-07-06,1993,7,20.0333,115.7,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,265.9,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-07-07,1993,7,4.1833,99.4333,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,75.0,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-07-07,1993,7,35.3167,124.1333,KOR,"Korea, Rep.",East Asia & Pacific,Unknown,Unknown,Unknown,135.8,30.0,30.0,0.05,attack_vessel_model_v2,8885.0,42.9,44194628.0,2.88,2413,1499.4,True
1993-07-08,1993,7,35.3333,124.1667,KOR,"Korea, Rep.",East Asia & Pacific,Unknown,Unknown,Unknown,134.2,30.0,30.0,0.05,attack_vessel_model_v2,8885.0,42.9,44194628.0,2.88,2413,1499.4,True
1993-07-14,1993,7,22.3,115.2167,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,42.1,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-07-15,1993,7,22.4,115.15,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,29.7,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-08-13,1993,8,22.1333,115.1,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,50.5,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-08-20,1993,8,-7.1885,112.7467,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,1.9,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-08-28,1993,8,19.5783,115.4533,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,298.2,30.0,30.0,0.05,attack_vessel_model_v2,377.0,21.6,1178440000.0,2.69,14500,9009.9,True
1993-09-02,1993,9,3.7767,98.6767,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,4.8,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-09-09,1993,9,-5.915,13.965,COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Unknown,Unknown,Unknown,86.7,35.0,45.0,0.05,attack_vessel_model_v2,276.0,20.0,38815834.0,2.85,37,23.0,True
1993-09-11,1993,9,1.0,105.0,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,16.5,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-09-21,1993,9,17.7167,120.1667,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,20.2,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-09-27,1993,9,3.7767,98.6767,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,4.8,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-09-29,1993,9,-24.1483,-46.33,BRA,Brazil,Latin America & Caribbean,Unknown,Unknown,Unknown,14.3,35.0,45.0,0.05,attack_vessel_model_v2,2791.0,27.0,156849078.0,6.03,7491,4654.7,True
1993-10-08,1993,10,-24.1483,-46.33,BRA,Brazil,Latin America & Caribbean,Unknown,Unknown,Unknown,14.3,35.0,45.0,0.05,attack_vessel_model_v2,2791.0,27.0,156849078.0,6.03,7491,4654.7,True
1993-10-17,1993,10,18.28,120.2867,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,25.4,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-10-19,1993,10,-9.1667,115.8667,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,33.0,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-10-22,1993,10,8.2833,106.6667,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,41.5,30.0,30.0,0.05,attack_vessel_model_v2,182.0,27.9,72300308.0,1.91,3444,2140.0,True
1993-10-26,1993,10,6.8217,-58.17,GUY,Guyana,Latin America & Caribbean,Unknown,Unknown,Unknown,0.6,35.0,45.0,0.05,attack_vessel_model_v2,602.0,25.0,754144.0,12.01,459,285.2,True
1993-10-28,1993,10,-4.7333,98.5833,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,256.6,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-11-02,1993,11,22.0833,90.8333,BGD,Bangladesh,South Asia,Unknown,Unknown,Unknown,6.1,35.0,40.0,0.05,attack_vessel_model_v2,301.0,22.9,110350639.0,2.36,580,360.4,True
1993-11-05,1993,11,19.8667,118.3667,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,276.6,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-11-12,1993,11,6.9499,79.6487,LKA,Sri Lanka,South Asia,Unknown,Unknown,Unknown,22.1,35.0,40.0,0.05,attack_vessel_model_v2,577.0,37.0,17924823.0,13.82,1340,832.6,True
1993-12-04,1993,12,17.95,120.1833,PHL,Philippines,East Asia & Pacific,Unknown,Unknown,Unknown,26.2,30.0,30.0,0.05,attack_vessel_model_v2,816.0,27.7,66593904.0,3.65,36289,22548.9,True
1993-12-06,1993,12,1.8333,89.3333,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,715.2,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1993-12-09,1993,12,3.7767,98.6767,IDN,Indonesia,East Asia & Pacific,Unknown,Unknown,Unknown,4.8,30.0,30.0,0.05,attack_vessel_model_v2,828.0,19.4,190851175.0,3.09,54716,33998.9,True
1994-01-02,1994,1,22.0167,116.1,CHN,China,East Asia & Pacific,Attempted,Unknown,Unknown,85.6,30.0,30.0,0.0,attack_vessel_model_v2,473.0,21.6,1191835000.0,2.9,14500,9009.9,True
1994-01-05,1994,1,13.6333,112.0333,VNM,Vietnam,East Asia & Pacific,Hijacked,Unknown,Unknown,253.6,30.0,30.0,4.5,attack_vessel_model_v2,221.0,27.9,73651218.0,1.92,3444,2140.0,True
1994-01-09,1994,1,1.1833,103.4,IDN,Indonesia,East Asia & Pacific,Attempted,Unknown,Unknown,6.0,30.0,30.0,0.0,attack_vessel_model_v2,912.0,19.4,193917462.0,3.49,54716,33998.9,True
1994-01-09,1994,1,1.3,103.4833,MYS,Malaysia,East Asia & Pacific,Boarded,Unknown,Unknown,2.6,30.0,30.0,0.0,attack_vessel_model_v2,3728.0,52.8,19977500.0,3.62,4675,2904.9,True
1994-01-09,1994,1,1.1667,103.45,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Unknown,7.8,30.0,30.0,0.0,attack_vessel_model_v2,912.0,19.4,193917462.0,3.49,54716,33998.9,True
1994-01-10,1994,1,18.5667,118.1167,PHL,Philippines,East Asia & Pacific,Boarded,Unknown,Unknown,254.3,30.0,30.0,0.0,attack_vessel_model_v2,940.0,27.7,68180859.0,3.67,36289,22548.9,True
1994-01-11,1994,1,22.2383,91.8267,BGD,Bangladesh,South Asia,Attempted,Unknown,Unknown,0.8,35.0,40.0,0.0,attack_vessel_model_v2,300.0,22.9,112737683.0,2.41,580,360.4,True
1994-01-12,1994,1,1.2333,104.0833,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Unknown,5.1,30.0,30.0,0.0,attack_vessel_model_v2,912.0,19.4,193917462.0,3.49,54716,33998.9,True
1994-01-16,1994,1,28.5667,123.9,CHN,China,East Asia & Pacific,Boarded,Unknown,Unknown,198.6,30.0,30.0,0.0,attack_vessel_model_v2,473.0,21.6,1191835000.0,2.9,14500,9009.9,True
1994-01-16,1994,1,10.3,107.0833,VNM,Vietnam,East Asia & Pacific,Boarded,Unknown,Unknown,2.6,30.0,30.0,0.0,attack_vessel_model_v2,221.0,27.9,73651218.0,1.92,3444,2140.0,True
1994-01-22,1994,1,29.8167,32.55,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Boarded,Unknown,Unknown,5.3,35.0,45.0,0.0,attack_vessel_model_v2,849.0,28.4,61095804.0,10.93,2450,1522.4,True
1994-01-25,1994,1,1.25,103.3167,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Unknown,14.3,30.0,30.0,0.0,attack_vessel_model_v2,912.0,19.4,193917462.0,3.49,54716,33998.9,True
1994-01-25,1994,1,17.6833,119.9667,PHL,Philippines,East Asia & Pacific,Boarded,Unknown,Unknown,41.0,30.0,30.0,0.0,attack_vessel_model_v2,940.0,27.7,68180859.0,3.67,36289,22548.9,True
1994-01-26,1994,1,17.7367,-76.7533,JAM,Jamaica,Latin America & Caribbean,Unknown,Unknown,Unknown,21.3,35.0,45.0,0.05,attack_vessel_model_v2,2160.0,38.0,2509043.0,15.34,1022,635.0,True
1994-01-27,1994,1,29.0791,122.9286,CHN,China,East Asia & Pacific,Unknown,Unknown,Unknown,93.3,30.0,30.0,0.05,attack_vessel_model_v2,473.0,21.6,1191835000.0,2.9,14500,9009.9,True
1994-01-27,1994,1,20.0,121.4,PHL,Philippines,East Asia & Pacific,Hijacked,Unknown,Unknown,56.0,30.0,30.0,4.5,attack_vessel_model_v2,940.0,27.7,68180859.0,3.67,36289,22548.9,True
1994-01-30,1994,1,14.9,110.7667,VNM,Vietnam,East Asia & Pacific,Boarded,Unknown,Unknown,107.3,30.0,30.0,0.0,attack_vessel_model_v2,221.0,27.9,73651218.0,1.92,3444,2140.0,True
1994-02-10,1994,2,11.6667,43.1667,DJI,Djibouti,Middle East & North Africa,Hijacked,Unknown,Unknown,6.3,35.0,45.0,4.5,attack_vessel_model_v2,790.0,29.0,622366.0,10.67,314,195.1,True
1994-02-16,1994,2,13.6333,112.0333,VNM,Vietnam,East Asia & Pacific,Unknown,Unknown,Unknown,253.6,30.0,30.0,0.05,attack_vessel_model_v2,221.0,27.9,73651218.0,1.92,3444,2140.0,True
1994-02-16,1994,2,15.0133,121.5933,PHL,Philippines,East Asia & Pacific,Boarded,Unknown,Unknown,4.4,30.0,30.0,0.0,attack_vessel_model_v2,940.0,27.7,68180859.0,3.67,36289,22548.9,True
1994-02-21,1994,2,12.2833,112.9,CHN,China,East Asia & Pacific,Attempted,Unknown,Unknown,202.8,30.0,30.0,0.0,attack_vessel_model_v2,473.0,21.6,1191835000.0,2.9,14500,9009.9,True
1994-03-08,1994,3,-1.3667,116.95,IDN,Indonesia,East Asia & Pacific,Boarded,Unknown,Unknown,14.0,30.0,30.0,0.0,attack_vessel_model_v2,912.0,19.4,193917462.0,3.49,54716,33998.9,True
1994-03-12,1994,3,8.4667,106.3333,VNM,Vietnam,East Asia & Pacific,Attempted,Unknown,Unknown,34.1,30.0,30.0,0.0,attack_vessel_model_v2,221.0,27.9,73651218.0,1.92,3444,2140.0,True
1994-03-14,1994,3,14.676,-17.4247,SEN,Senegal,Sub-Saharan Africa,Boarded,Unknown,Unknown,0.3,35.0,45.0,0.0,attack_vessel_model_v2,580.0,33.0,8461068.0,5.58,531,329.9,True
1994-03-15,1994,3,6.945,79.7583,LKA,Sri Lanka,South Asia,Boarded,Unknown,Unknown,10.1,35.0,40.0,0.0,attack_vessel_model_v2,648.0,37.0,18094477.0,13.03,1340,832.6,True
1994-03-20,1994,3,22.555,114.1945,CHN,China,East Asia & Pacific,Hijacked,Unknown,Unknown,2.8,30.0,30.0,4.5,attack_vessel_model_v2,473.0,21.6,1191835000.0,2.9,14500,9009.9,True
